Date,LaggedDate,VicFalls,Conversion,Flow,Exceedance,Year,Month,Day,MonthId,WaterYear,WaterMonth,WaterDay,WaterWeek,Volume,Flow_difference,Flow_difference_pct,EWRRefExceedance,EWRBandNo,EWRBandLabel,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowAvailableForGeneration,FlowCanal,LowFlowShutoff,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,LowHeadShutoff,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec
1925-08-15,1925-08-26,293.6805,0.9321845933144058,273.7644374568714,0.8280000000000001,1925,8,15,1925.08,1924,11,319,46,0.023653247396273686,7.557836542355176,0.027607079329088645,0.87,4,Mod_Dry,39,7,5,4,60,115.0,0.4200691699341592,158.7644374568714,158.7644374568714,,1,158.7644374568714,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,5.0,4.0,60.0,209.7644374568714,964.8137698976084,990.5,0.11139696731484253,0.005876443745687141,990.3827265889397,0.17840702551678772,,,,25.390549665814195,,,,,0.6350577498274856,,,,0.92,,,,0.97,,,,35.290182207110405,,,,35.290182207110405,846.9643729706497,0.1289071091005748
1925-09-15,1925-09-26,206.1864,0.9756711054590376,201.17011281861926,0.9520000000000001,1925,9,15,1925.09,1924,12,350,50,0.01738109774752871,0.0,0.0,0.95,5,Dry,30,6,4,2,30,72.0,0.35790604772845785,129.17011281861926,129.17011281861926,,1,129.17011281861926,,,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,4.0,2.0,30.0,169.17011281861926,964.7063353543097,990.5,0.09755799300634746,0.0029170112818619263,990.3995249957118,0.11792923139127776,,,,25.575260410010728,,,,,0.516680451274477,,,,0.91,,,,0.97,,,,28.606467862319487,,,,28.606467862319487,686.5552286956679,0.14220038683435995
1925-10-15,1925-10-26,156.5885,1.0617930438264065,166.26458004321125,0.99,1925,10,15,1925.1,1925,1,15,3,0.014365259715733453,2.928760336624152,0.017615058696584578,0.95,5,Dry,24,4,2,2,20,52.0,0.3127545264691102,114.26458004321123,114.26458004321123,,1,114.26458004321123,,,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,20.0,144.26458004321125,964.4658696268319,990.5,0.08906747046927656,0.0014264580043211255,990.4095060715264,0.09212519720397093,,,,25.851511247490365,,,,,0.457058320172845,,,,0.9,,,,0.97,,,,25.29768702894835,,,,25.29768702894835,607.1444886947604,0.1521531947596633
1925-11-15,1925-11-26,180.3141,1.0466171465371623,188.71982882241662,0.978,1925,11,15,1925.11,1925,2,46,7,0.016305393210256796,2.941123250503466,0.01558460109282439,0.94,5,Dry,23,4,2,2,19,50.0,0.2649430126764765,138.71982882241662,138.71982882241662,,1,138.71982882241662,,,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,167.71982882241662,964.4219365524943,990.5,0.09706357800764202,0.0038719828822416616,990.3990644391099,0.13610088356740138,,,,25.84102700304816,,,,,0.5548793152896665,,,,0.91,,,,0.97,,,,31.04062435108209,,,,31.04062435108209,744.9749844259703,0.16447993061868976
1925-12-15,1925-12-26,353.2963,0.921778111561846,325.6607962357874,0.746,1925,12,15,1925.12,1925,3,76,11,0.028137092794772042,5.445753988138222,0.016722166288002764,0.81,4,Mod_Dry,31,5,3,2,36,77.0,0.2364423378251826,248.66079623578742,248.66079623578742,,1,248.66079623578742,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,3.0,2.0,36.0,287.6607962357874,964.9772825869304,990.5,0.13748882531815818,0.01973215924715748,990.3427790154345,0.4375229542482114,,,,24.92797347425613,,,,,0.9946431849431496,,,,0.95,,,,0.98,,,,56.61258453539151,,,,56.61258453539151,1358.7020288493961,0.17383911477758113
1926-01-15,1926-01-26,547.8849,0.8752989863551575,479.56309760929685,0.5630000000000001,1926,1,15,1926.01,1925,4,107,16,0.04143425163344324,2.2146106926243188,0.0046179756191928175,0.8300000000000001,4,Mod_Dry,34,5,4,3,45,91.0,0.1897560518181036,388.56309760929685,388.56309760929685,,2,194.2815488046484,194.2815488046484,,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,4.0,3.0,45.0,431.56309760929685,965.6090563455651,990.5,0.18527925750862256,0.047712619521859366,990.2670081229696,0.26722263512204103,0.26722263512204103,,,24.39072914228234,24.39072914228234,,,,0.7771261952185937,0.7771261952185937,,,0.93,0.93,,,0.97,0.97,,,41.93532668421491,41.93532668421491,,,83.87065336842983,2012.8956808423159,0.17488971479777993
1926-02-15,1926-02-26,799.0771,0.8911326595966059,712.0837013457431,0.433,1926,2,15,1926.02,1925,5,138,20,0.0615240317962722,8.250020921077635,0.01158574603727932,0.85,4,Mod_Dry,36,6,5,4,54,105.0,0.14745457563705505,607.0837013457431,607.0837013457431,,3,202.3612337819144,202.3612337819144,202.3612337819144,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,5.0,4.0,54.0,654.0837013457431,966.635287506292,990.5,0.2958456239685467,0.11212511040372293,990.0920292656276,0.2898998250069104,0.2898998250069104,0.2898998250069104,,23.16684193432893,23.16684193432893,23.16684193432893,,,0.8094449351276575,0.8094449351276575,0.8094449351276575,,0.94,0.94,0.94,,0.97,0.97,0.97,,41.93365804742273,41.93365804742273,41.93365804742273,,125.8009741422682,3019.223379414437,0.17666599292263135
1926-03-15,1926-03-26,1974.4395,1.004560374130299,1983.4436828176406,0.17800000000000002,1926,3,15,1926.03,1925,6,166,24,0.17136953419544412,81.31160990711305,0.040995169467883966,0.5700000000000001,3,Normal,49,9,9,9,107,183.0,0.09226377415467316,1100.0,1100.0,,4,275.0,275.0,275.0,275.0,700.4436828176407,51.0,9.0,16.0,34.44804997463806,589.9956328430025,100.0,18.0,25.0,43.44804997463806,696.9956328430025,1243.0,971.0857615991597,990.5,0.9219672131147539,0.48,989.0980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,17.477336407725787,17.477336407725787,17.477336407725787,17.477336407725787,,1.1,1.1,1.1,1.1,0.9292835751732809,0.9292835751732809,0.9292835751732809,0.9292835751732809,0.98,0.98,0.98,0.98,42.93893650560608,42.93893650560608,42.93893650560608,42.93893650560608,171.75574602242432,4122.137904538185,0.08659471781847193
1926-04-15,1926-04-26,3941.514,1.0074330404372898,3970.8114329461437,0.038,1926,4,15,1926.04,1925,7,197,29,0.3430781078065468,56.21064434863638,0.014155959127711809,0.19,2,Mod_Wet,70,14,18,25,168,295.0,0.07429212013251528,1100.0,1100.0,,4,275.0,275.0,275.0,275.0,2575.811432946144,30.0,3.9999999999999862,7.0,55.0,2479.811432946144,100.0,18.0,25.0,80.0,2647.811432946144,1243.0,975.5706162732182,990.5,0.9219672131147539,0.48,989.0980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,12.992481733667047,12.992481733667047,12.992481733667047,12.992481733667047,,1.1,1.1,1.1,1.1,0.8808683455526805,0.8808683455526805,0.8808683455526805,0.8808683455526805,0.98,0.98,0.98,0.98,30.257350454957127,30.257350454957127,30.257350454957127,30.257350454957127,121.02940181982851,2904.705643675884,0.03047976562564461
1926-05-15,1926-05-26,2483.648,1.0134558978398422,2517.067713758129,0.123,1926,5,15,1926.05,1925,8,227,33,0.21747465046870232,25.90669912143357,0.01029241246861546,0.29,2,Mod_Wet,65,14,17,23,202,321.0,0.1275293462489844,1100.0,1100.0,,4,275.0,275.0,275.0,275.0,1096.0677137581288,35.000000000000036,4.0,8.0,57.0,992.0677137581288,100.0,18.0,25.0,80.0,1194.0677137581288,1243.0,972.4914000371384,990.5,0.9219672131147539,0.48,989.0980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,16.071697969746722,16.071697969746722,16.071697969746722,16.071697969746722,,1.1,1.1,1.1,1.1,0.9206017218445484,0.9206017218445484,0.9206017218445484,0.9206017218445484,0.98,0.98,0.98,0.98,39.11662008170069,39.11662008170069,39.11662008170069,39.11662008170069,156.46648032680275,3755.195527843266,0.06216220543911756
1926-06-15,1926-06-26,1275.7375,0.914516856089578,1166.683447695578,0.28300000000000003,1926,6,15,1926.06,1925,9,258,37,0.10080144988089794,19.978648928649818,0.0171243099129515,0.52,3,Normal,53,12,12,13,120,210.0,0.17999741096420802,956.683447695578,956.683447695578,,4,239.1708619238945,239.1708619238945,239.1708619238945,239.1708619238945,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,12.0,13.0,120.0,1033.683447695578,968.457582623376,990.5,0.6009864193544425,0.3153467581564624,989.5836668224894,0.4048126857642245,0.4048126857642245,0.4048126857642245,0.4048126857642245,20.721271513348945,20.721271513348945,20.721271513348945,20.721271513348945,,0.956683447695578,0.956683447695578,0.956683447695578,0.956683447695578,0.94,0.94,0.94,0.94,0.98,0.98,0.98,0.98,44.786549747794325,44.786549747794325,44.786549747794325,44.786549747794325,179.1461989911773,4299.508775788255,0.15355167620233673
1926-07-15,1926-07-26,611.0679,0.8869861279741288,542.0087505502821,0.523,1926,7,15,1926.07,1925,10,288,42,0.046829556047544366,8.989572908314813,0.016585660100852655,0.47,3,Normal,50,10,9,9,108,186.0,0.3431678913138595,356.0087505502821,356.0087505502821,,2,178.00437527514106,178.00437527514106,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,9.0,9.0,108.0,425.0087505502821,965.8856741624111,990.5,0.18310253708311952,0.041201750110056425,990.2756957128067,0.22432077186561927,0.22432077186561927,,,24.165700778530265,24.165700778530265,,,,0.7120175011005643,0.7120175011005643,,,0.93,0.93,,,0.97,0.97,,,38.0674478224016,38.0674478224016,,,76.1348956448032,1827.2374954752768,0.14046801932165515
1926-08-15,1926-08-26,366.0613,0.9164389073302937,335.4728177879068,0.731,1926,8,15,1926.08,1925,11,319,46,0.02898485145687515,2.8482239150928885,0.008490177934158578,0.61,3,Normal,47,8,6,5,89,155.0,0.4620344534083664,180.4728177879068,180.4728177879068,,1,180.4728177879068,,,,0.0,0.0,0.0,0.0,0.0,0.0,47.0,8.0,6.0,5.0,89.0,241.4728177879068,965.0126758520997,990.5,0.12214964428380667,0.008047281778790683,990.3698030739374,0.2305875794053141,,,,25.12653964243226,,,,,0.7218912711516273,,,,0.93,,,,0.97,,,,40.12990875487747,,,,40.12990875487747,963.1178101170593,0.11962193843153178
1926-09-15,1926-09-26,244.1538,0.9479000783611428,231.43340615217082,0.906,1926,9,15,1926.09,1925,12,350,50,0.019995846291547558,3.33447387383626,0.014407919449812682,0.78,4,Mod_Dry,34,6,4,3,44,91.0,0.3932016622534008,140.43340615217082,140.43340615217082,,1,140.43340615217082,,,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,4.0,3.0,44.0,184.43340615217082,964.7262072740056,990.5,0.10276138846096733,0.0040433406152170824,990.3931952709238,0.13949704939672133,,,,25.527490947521404,,,,,0.5617336246086833,,,,0.91,,,,0.97,,,,31.042786244441785,,,,31.042786244441785,745.0268698666027,0.13413269398122546
1926-10-15,1926-10-26,206.1864,0.9756711054590376,201.17011281861926,0.9520000000000001,1926,10,15,1926.1,1926,1,15,3,0.01738109774752871,0.0,0.0,0.78,4,Mod_Dry,31,4,3,2,33,73.0,0.3628769650580198,128.17011281861926,128.17011281861926,,1,128.17011281861926,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,166.17011281861926,964.7063353543097,990.5,0.0965352657336202,0.002817011281861926,990.4006477229847,0.11610044300730432,,,,25.578211925667482,,,,,0.512680451274477,,,,0.91,,,,0.97,,,,28.38828011678457,,,,28.38828011678457,681.3187228028296,0.14111579358898235
1926-11-15,1926-11-26,209.197,0.9663848551669614,202.1648125463628,0.946,1926,11,15,1926.11,1926,2,46,7,0.017467039804005744,0.0,0.0,0.75,4,Mod_Dry,29,4,2,2,30,67.0,0.3314127674153719,135.1648125463628,135.1648125463628,,1,135.1648125463628,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,2.0,2.0,30.0,170.1648125463628,964.7062133951467,990.5,0.09789709518626004,0.003516481254636281,990.3985864235592,0.12918662511314968,,,,25.563186403299213,,,,,0.5406592501854512,,,,0.91,,,,0.97,,,,29.919943374716848,,,,29.919943374716848,718.0786409932042,0.1479977796227781
1926-12-15,1926-12-26,453.6742,0.9119592484433596,413.7323824701425,0.64,1926,12,15,1926.12,1926,3,76,11,0.035746477845420316,5.727836216568846,0.013844302402368041,0.54,3,Normal,38,5,4,3,54,104.0,0.2513702199936097,309.7323824701425,309.7323824701425,,2,154.86619123507126,154.86619123507126,,,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,4.0,3.0,54.0,356.7323824701425,965.3244915611366,990.5,0.1604277284956193,0.0319464764940285,990.3076257950104,0.16973753247424947,0.16973753247424947,,,24.813396701399533,24.813396701399533,,,,0.619464764940285,0.619464764940285,,,0.92,0.92,,,0.97,0.97,,,33.641194297792985,33.641194297792985,,,67.28238859558597,1614.7773262940632,0.16262296945161522
1927-01-15,1927-01-26,653.5614,0.8750395785925671,571.8920920403683,0.4970000000000001,1927,1,15,1927.01,1926,4,107,16,0.04941147675228782,0.0,0.0,0.49,3,Normal,41,6,4,3,66,120.0,0.2098297942394516,451.89209204036837,451.89209204036837,,2,225.94604602018418,225.94604602018418,,,0.0,0.0,0.0,0.0,0.0,0.0,41.0,6.0,4.0,3.0,66.0,502.89209204036837,966.0185932161558,990.5,0.20896785344514074,0.060378418408073675,990.2306537281469,0.3613376812837386,0.3613376812837386,,,23.850722830707394,23.850722830707394,,,,0.9037841840807366,0.9037841840807366,,,0.94,0.94,,,0.98,0.98,,,48.7000299047304,48.7000299047304,,,97.4000598094608,2337.601435427059,0.17031195423941198
1927-02-15,1927-02-26,1313.8865,0.9097424573913048,1195.2983332432605,0.275,1927,2,15,1927.02,1926,5,138,20,0.10327377599221772,12.549711249809661,0.010499229272543136,0.29,2,Mod_Wet,49,8,7,5,93,162.0,0.13553101806846632,1033.2983332432605,1033.2983332432605,,4,258.3245833108151,258.3245833108151,258.3245833108151,258.3245833108151,0.0,0.0,0.0,0.0,0.0,0.0,49.0,8.0,7.0,5.0,93.0,1097.2983332432605,968.5624734893056,990.5,0.6928017180830564,0.39328783321623856,989.4139104487007,0.4721318494302967,0.4721318494302967,0.4721318494302967,0.4721318494302967,20.37930510996489,20.37930510996489,20.37930510996489,20.37930510996489,,1.0332983332432604,1.0332983332432604,1.0332983332432604,1.0332983332432604,0.94,0.94,0.94,0.94,0.98,0.98,0.98,0.98,47.574917694472525,47.574917694472525,47.574917694472525,47.574917694472525,190.2996707778901,4567.192098669362,0.15920684023840376
1927-03-15,1927-03-26,1678.6114,0.9718781251926132,1631.4057003589478,0.215,1927,3,15,1927.03,1926,6,166,24,0.1409534525110131,14.05365825881654,0.008614447194664334,0.56,3,Normal,49,9,9,9,107,183.0,0.11217320128263354,1100.0,1100.0,,4,275.0,275.0,275.0,275.0,348.40570035894785,51.00000000000002,9.0,16.0,17.13470657503022,255.2709937839176,100.0,18.0,25.0,26.13470657503022,362.2709937839176,1243.0,970.0373821080499,990.5,0.9219672131147539,0.48,989.0980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,18.52571589883537,18.52571589883537,18.52571589883537,18.52571589883537,,1.1,1.1,1.1,1.1,0.931899723937656,0.931899723937656,0.931899723937656,0.931899723937656,0.98,0.98,0.98,0.98,45.642766459815896,45.642766459815896,45.642766459815896,45.642766459815896,182.57106583926358,4381.705580142325,0.11191027823373034
1927-04-15,1927-04-26,2891.2138,1.0178660401524815,2942.868341840209,0.091,1927,4,15,1927.04,1926,7,197,29,0.25426382473499404,61.395671665178725,0.020862527484592573,0.42,3,Normal,54,13,14,19,117,217.0,0.07373758347079416,1100.0,1100.0,,4,275.0,275.0,275.0,275.0,1625.8683418402088,46.0,5.0,11.0,61.0,1502.8683418402088,100.0,18.0,25.0,80.0,1619.8683418402088,1243.0,973.4893955244628,990.5,0.9219672131147539,0.48,989.0980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,15.073702482422346,15.073702482422346,15.073702482422346,15.073702482422346,,1.1,1.1,1.1,1.1,0.9108394304639844,0.9108394304639844,0.9108394304639844,0.9108394304639844,0.98,0.98,0.98,0.98,36.29857191915959,36.29857191915959,36.29857191915959,36.29857191915959,145.19428767663834,3484.66290423932,0.04933767699096138
1927-05-15,1927-05-26,2370.2993,1.0061312558588449,2384.832211470341,0.134,1927,5,15,1927.05,1926,8,227,33,0.20604950307103748,10.906986804061034,0.0045734818372553145,0.54,3,Normal,55,13,13,17,178,276.0,0.1157314123285157,1100.0,1100.0,,4,275.0,275.0,275.0,275.0,1008.832211470341,45.0,5.0,12.0,62.13821592389782,884.693995546443,100.0,18.0,25.0,79.1382159238978,1062.6939955464431,1243.0,972.1607740992916,990.5,0.9219672131147539,0.48,989.0980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,16.402323907593498,16.402323907593498,16.402323907593498,16.402323907593498,,1.1,1.1,1.1,1.1,0.9231769564246128,0.9231769564246128,0.9231769564246128,0.9231769564246128,0.98,0.98,0.98,0.98,40.032998132242696,40.032998132242696,40.032998132242696,40.032998132242696,160.13199252897078,3843.1678206952993,0.06714602048680114
